"cmc","oracle_text","rarity","num_printings","price"
3,"Frantic Firebolt deals X damage to target creature, where X is 2 plus the number of cards in your graveyard that are instant cards, sorcery cards, and/or have an Adventure.","common",1,0.02
2,"Draw a card, then draw cards equal to the number of cards named Frantic Inventory in your graveyard.","common",2,0.27
3,"Destroy target enchantment.
Madness {W} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","common",1,0.14
4,"Put any number of target artifact cards from your graveyard on top of your library.
Draw a card.","common",1,0.06
3,"Draw two cards, then discard two cards. Untap up to three lands.","common",14,0.13
3,"Enchant player
At the beginning of each end step, enchanted player mills X cards, where X is the number of cards put into their graveyard from anywhere this turn.","rare",3,0.35
4,"Counter target nonblue spell.","uncommon",1,0.01
2,"Protection from wordy (Something is wordy if it has four or more lines of rules text.)","common",2,0.16
1,"Target creature gets +2/+2 until end of turn. Put two oil counters on it.","common",1,0.03
4,"{1}{G}: Roll two six-sided dice. If both results are the same, Free-Range Chicken gets +X/+X until end of turn, where X is that result. If the total of those results is equal to any other total you have rolled this turn for this ability, sacrifice it. (For example, if you roll two 3s, it gets +3/+3. If you roll a 4 and a 2 for this ability later that turn, sacrifice it.)","common",2,0.14
4,"When Free-for-All enters the battlefield, exile all creatures face down.
At the beginning of each player's upkeep, that player chooses a card exiled with Free-for-All at random and puts it onto the battlefield.
When Free-for-All leaves the battlefield, put all cards exiled with it into their owners' graveyards.","rare",1,1.08
5,"Whenever Freelance Muscle attacks or blocks, it gets +X/+X until end of turn, where X is the greatest power and/or toughness among other creatures you control.","uncommon",1,0.02
3,"Flying
As long as Freewind Equenaut is enchanted, it has ""{T}: Freewind Equenaut deals 2 damage to target attacking or blocking creature.""","common",5,0.05
2,"Flying, protection from red","common",2,0.48
2,"Tap target creature an opponent controls and put three stun counters on it. Scry 2. (If a permanent with a stun counter would become untapped, remove one from it instead.)","common",1,0.03
2,"Protection from enemy-colored multicolored. (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything that's two enemy colors, such as blue and green.)","rare",2,0.18
3,"Flying
{0}: Flip a coin. If you win the flip, Frenetic Efreet phases out. If you lose the flip, sacrifice Frenetic Efreet. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)","rare",3,2.84
5,"{R}, Discard a card at random: Frenetic Ogre gets +3/+0 until end of turn.","uncommon",1,0.17
6,"Beasts can't block.","uncommon",1,0.25
4,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Trample
{4}{R}{G}: Frenzied Arynx gets +3/+0 until end of turn.","common",1,0.02
5,"Haste
Whenever you cast a noncreature spell, Frenzied Devils gets +2/+2 until end of turn.","uncommon",2,0.01
1,"Whenever Frenzied Goblin attacks, you may pay {R}. If you do, target creature can't block this turn.","common",9,0.1
2,"Enchant creature
Enchanted creature gets +2/+1 and has menace. (It can't be blocked except by two or more creatures.)","common",1,0.02
2,"Whenever you activate a boast ability, put a +1/+1 counter on Frenzied Raider.","uncommon",1,0.03
3,"","common",3,0.02
5,"Haste
All creatures can attack your opponents and planeswalkers your opponents control as though those creatures had haste.","uncommon",1,0.1
5,"Destroy target land. Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.","uncommon",2,0.06
4,"Create a 3/3 green Beast creature token for each creature put into your graveyard from the battlefield this turn.","rare",4,0.14
2,"","common",1,0.13
2,"As long as it's your turn, Fresh-Faced Recruit has first strike.","common",1,0.02
2,"{T}, Sacrifice a red or white creature: Freyalise Supplicant deals damage to any target equal to half the sacrificed creature's power, rounded down.","uncommon",1,0.22
2,"Whenever an opponent casts a black spell, you may pay {G}{G}. If you do, you draw a card.
{G}{G}: Return Freyalise's Charm to its owner's hand.","uncommon",1,0.2
2,"Cumulative upkeep {2} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Snow permanents don't untap during their controllers' untap steps.","uncommon",1,0.13
4,"Target creature's controller reveals a card at random from their hand. Friendly Fire deals damage to that creature and that player equal to the revealed card's mana value.","uncommon",1,0.03
2,"Target creature you control and up to one other target legendary creature you control each deal damage equal to their power to target creature you don't control.","uncommon",2,0.19
2,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Threshold — As long as seven or more cards are in your graveyard, Frightcrawler gets +2/+2 and can't block.","common",1,0.13
3,"Counter target spell unless its controller pays {1}. That player discards a card.","common",1,0.05
3,"You may choose not to untap Frightshroud Courier during your untap step.
{2}{B}, {T}: Target Zombie creature gets +2/+2 and has fear for as long as Frightshroud Courier remains tapped. (It can't be blocked except by artifact creatures and/or black creatures.)","uncommon",1,0.15
4,"Descend 4 — Frilled Cave-Wurm gets +2/+0 as long as there are four or more permanent cards in your graveyard.","common",1,0.02
3,"Enrage — Whenever Frilled Deathspitter is dealt damage, it deals 2 damage to target opponent or planeswalker.","common",2,0.15
4,"Flash
When Frilled Mystic enters the battlefield, you may counter target spell.","uncommon",1,0.11
2,"{1}{G}: Frilled Oculus gets +2/+2 until end of turn. Activate only once each turn.","common",1,0.02
1,"{1}{G}: Frilled Sandwalla gets +2/+2 until end of turn. Activate only once each turn.","common",2,0.27
3,"When Frillscare Mentor enters the battlefield, put a menace counter on target non-Human creature you control. (It can't be blocked except by two or more creatures.)
{2}{R}, {T}: Put a +1/+1 counter on each creature you control with menace.","uncommon",1,0.01
2,"Partner with Sam, Loyal Attendant
Vigilance
Whenever Frodo, Adventurous Hobbit attacks, if you gained 3 or more life this turn, the Ring tempts you. Then if Frodo is your Ring-bearer and the Ring has tempted you two or more times this game, draw a card.","mythic",4,3.93
2,"Whenever Frodo, Determined Hero enters the battlefield or attacks, you may attach target Equipment you control with mana value 2 or 3 to Frodo.
As long as it's your turn, prevent all damage that would be dealt to Frodo.","rare",2,2.57
1,"Enchant creature
When Frog Tongue enters the battlefield, draw a card.
Enchanted creature has reach. (It can block creatures with flying.)","common",1,0.28
2,"Enchant creature
Enchanted creature loses all abilities and is a blue Frog creature with base power and toughness 1/1. (It loses all other card types and creature types.)","common",2,0.11
2,"When Frogkin Kidnapper enters the battlefield, target opponent reveals their hand. Choose a nonland card from it. Ransom that card. (Exile it. Its owner may pay {3} at any time to return it to their hand.)","rare",2,0.56
4,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)","common",6,0.35
2,"Haste
Goblin spells and Rogue spells you cast cost {1} less to cast.","common",2,0.15
3,NA,"uncommon",1,0.07
5,"Madness {X}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Create three tapped 2/2 black Zombie creature tokens and you gain 3 life. If this spell's madness cost was paid, instead create X of those tokens and you gain X life.","rare",3,0.2
4,"Destroy all nonbasic lands. For each land destroyed this way, its controller may search their library for a basic land card and put it onto the battlefield. Then each player who searched their library this way shuffles.","rare",1,0.87
5,"Put target creature card from a graveyard onto the battlefield under your control with a corpse counter on it. If that creature would leave the battlefield, exile it instead of putting it anywhere else.
You take the initiative.
Escape—{3}{B}{B}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)","rare",2,0.18
6,"As From the Rubble enters the battlefield, choose a creature type.
At the beginning of your end step, return target creature card of the chosen type from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)","rare",2,0.77
1,"{3}, {T}: Until end of turn, you may play one basic Plains card from outside the game.","rare",2,0.23
2,"{3}{G}, {T}: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","uncommon",2,0.25
3,"Ferocious — Frontier Mastodon enters the battlefield with a +1/+1 counter on it if you control a creature with power 4 or greater.","common",3,0.13
